timestamp,region_id,demand_mw
2023-01-31,Maharashtra,5246.834219814974
2023-02-01,Maharashtra,4912.5839822270345
2023-02-02,Maharashtra,4974.464472015937
2023-02-03,Maharashtra,4742.542699507929
2023-02-04,Maharashtra,4876.654958394224
2023-02-05,Maharashtra,4687.338846226239
2023-02-06,Maharashtra,4471.895968060084
2023-02-07,Maharashtra,4494.9662878783665
2023-02-08,Maharashtra,4390.1996826206305
2023-02-09,Maharashtra,4328.81095996691
2023-02-10,Maharashtra,4345.737645272798
2023-02-11,Maharashtra,4073.9480337985506
2023-02-12,Maharashtra,4113.631338420389
2023-02-13,Maharashtra,4062.9258181113064
2023-02-14,Maharashtra,3777.2918434335406
2023-02-15,Maharashtra,4087.6418907335687
2023-02-16,Maharashtra,4068.940405313828
2023-02-17,Maharashtra,3963.499860083575
2023-02-18,Maharashtra,3978.6871481814755
2023-02-19,Maharashtra,4175.824089681166
2023-02-20,Maharashtra,4026.161873162047
2023-02-21,Maharashtra,4105.344284183433
2023-02-22,Maharashtra,4112.775125707903
2023-02-23,Maharashtra,4285.973840422044
2023-02-24,Maharashtra,4153.602219002285
2023-02-25,Maharashtra,4318.358776641524
2023-02-26,Maharashtra,4627.087549695778
2023-02-27,Maharashtra,4434.0580480825265
2023-02-28,Maharashtra,4574.563452307234
2023-03-01,Maharashtra,4627.4412765064235
2023-03-02,Maharashtra,4814.23358235425
2023-03-03,Maharashtra,4928.33275279397
2023-03-04,Maharashtra,4874.491186838274
2023-03-05,Maharashtra,4895.822052203694
2023-03-06,Maharashtra,5126.729599396343
2023-03-07,Maharashtra,5093.218770756881
2023-03-08,Maharashtra,5346.082455007908
2023-03-09,Maharashtra,5463.694194038882
2023-03-10,Maharashtra,5484.519676466672
2023-03-11,Maharashtra,5558.448811348715
2023-03-12,Maharashtra,5673.366474608118
2023-03-13,Maharashtra,5459.8586525688615
2023-03-14,Maharashtra,5627.949940795654
2023-03-15,Maharashtra,5852.296317296721
2023-03-16,Maharashtra,5789.723775736948
2023-03-17,Maharashtra,5605.532076521272
2023-03-18,Maharashtra,6112.0537711729085
2023-03-19,Maharashtra,5919.869605305014
2023-03-20,Maharashtra,6037.923378509493
2023-03-21,Maharashtra,5933.623510345374
2023-03-22,Maharashtra,6094.411662556232
2023-03-23,Maharashtra,5860.243294047405
2023-03-24,Maharashtra,6086.841289130717
2023-03-25,Maharashtra,5830.535250248575
2023-03-26,Maharashtra,5860.911144481082
2023-03-27,Maharashtra,5833.485412884835
2023-03-28,Maharashtra,5832.580347341246
2023-03-29,Maharashtra,5699.430614975484
2023-03-30,Maharashtra,5806.4624233830145
2023-03-31,Maharashtra,5508.7116247793465
2023-01-01,Mumbai,1639.1470310065351
2023-01-02,Mumbai,1697.179061535633
2023-01-03,Mumbai,1604.8516839609206
2023-01-04,Mumbai,1905.9886779246913
2023-01-05,Mumbai,1694.8436446431979
2023-01-06,Mumbai,1991.7146477862898
2023-01-07,Mumbai,2040.8290731103025
2023-01-08,Mumbai,2124.186006495344
2023-01-09,Mumbai,1944.1232126042378
2023-01-10,Mumbai,2245.2777714392037
2023-01-11,Mumbai,2468.4595269368538
2023-01-12,Mumbai,2244.305646793078
2023-01-13,Mumbai,2474.5831633717635
2023-01-14,Mumbai,2466.6174320102696
2023-01-15,Mumbai,2437.338242574107
2023-01-16,Mumbai,2537.460593635871
2023-01-17,Mumbai,2440.8575098698484
2023-01-18,Mumbai,2316.0807771169884
2023-01-19,Mumbai,2400.5502636103097
2023-01-20,Mumbai,2438.5991639040135
2023-01-21,Mumbai,2382.142332890846
2023-01-22,Mumbai,2204.155241447102
2023-01-23,Mumbai,2347.663596109487
2023-01-24,Mumbai,2220.466002177547
2023-01-25,Mumbai,2104.9699988738193
2023-01-26,Mumbai,2098.564404097342
2023-01-27,Mumbai,2095.9904247708146
2023-01-28,Mumbai,1862.3282938659531
2023-01-29,Mumbai,1908.8127939082742
2023-01-30,Mumbai,1733.945138052343
2023-01-31,Mumbai,1694.7960331320553
2023-02-01,Mumbai,1389.845019811433
2023-02-02,Mumbai,1302.7240806320297
2023-02-03,Mumbai,1348.6501589279837
2023-02-04,Mumbai,1233.778557941499
2023-02-05,Mumbai,1135.7706483137795
2023-02-06,Mumbai,1026.1969165198318
2023-02-07,Mumbai,862.7646072611213
2023-02-08,Mumbai,983.905788742454
2023-02-09,Mumbai,808.6186288041241
2023-02-10,Mumbai,847.0004374382256
2023-02-11,Mumbai,878.1996431734052
2023-02-12,Mumbai,600.7181156647542
2023-02-13,Mumbai,700.371466375004
2023-02-14,Mumbai,505.50644017603463
2023-02-15,Mumbai,539.5826832575832
2023-02-16,Mumbai,611.4317478087507
2023-02-17,Mumbai,545.03903552779
2023-02-18,Mumbai,394.68114343369086
2023-02-19,Mumbai,462.65701614411137
2023-02-20,Mumbai,466.9292934890211
2023-02-21,Mumbai,549.1422061565742
2023-02-22,Mumbai,431.6573166265989
2023-02-23,Mumbai,780.3344433823113
2023-02-24,Mumbai,758.5779903907593
2023-02-25,Mumbai,795.4455605301042
2023-02-26,Mumbai,1022.8057888489473
2023-02-27,Mumbai,885.2813809694367
2023-02-28,Mumbai,983.916280046056
2023-03-01,Mumbai,1001.5097650010746
2023-03-02,Mumbai,1379.422136382773
2023-03-03,Mumbai,1365.8186666689835
2023-03-04,Mumbai,1282.1122278885045
2023-03-05,Mumbai,1494.506217287296
2023-03-06,Mumbai,1718.5899824375126
2023-03-07,Mumbai,1775.7961393120818
2023-03-08,Mumbai,1742.1056936615753
2023-03-09,Mumbai,1918.405199737531
2023-03-10,Mumbai,1983.5335457689903
2023-03-11,Mumbai,1946.4941357204325
2023-03-12,Mumbai,2162.7847354148453
2023-03-13,Mumbai,2128.367808478022
2023-03-14,Mumbai,2383.9715942611506
2023-03-15,Mumbai,2374.801389307669
2023-03-16,Mumbai,2282.7098847787956
2023-03-17,Mumbai,2409.479714879577
2023-03-18,Mumbai,2484.459119045171
2023-03-19,Mumbai,2512.2089132190385
2023-03-20,Mumbai,2452.367078588629
2023-03-21,Mumbai,2477.7184278793334
2023-03-22,Mumbai,2565.263804242102
2023-03-23,Mumbai,2510.3014707527673
2023-03-24,Mumbai,2263.146799426699
2023-03-25,Mumbai,2496.420372050283
2023-03-26,Mumbai,2363.2767733205774
2023-03-27,Mumbai,2369.1016189650136
2023-03-28,Mumbai,2410.1965695615118
2023-03-29,Mumbai,2175.550354204911
2023-03-30,Mumbai,1954.3801986411638
2023-03-31,Mumbai,2070.010435204567
